level_date,rows,median_abs_distance,mean_abs_distance,max_abs_distance,pct_within_1,pct_within_2,pct_within_3,pct_within_5,pct_within_10,dominant_anchor_family,prior_range_fraction_count,prior_hlc_count,box_internal_count,box_edge_count,full_anchor_sequence,full_family_sequence,full_side_sequence,focus_l4_l7_anchor_sequence,focus_l4_l7_family_sequence,focus_l4_l7_median_abs_distance,focus_l4_l7_pct_within_3,focus_l4_l7_pct_within_5,sequence_template_type,full_anchor_sequence_hash,full_family_sequence_hash,focus_l4_l7_anchor_sequence_hash,focus_l4_l7_family_sequence_hash,focus_family_template_key,focus_family_template_type,focus_family_template_score,focus_family_template_date_count
2026-02-12,11,2.905,7.251364,46.65,9.090909,36.363636,54.545455,54.545455,90.909091,red_box_quarter,0,1,7,3,L1=green_box_quarter::green_box_4_75pct | L2=green_box_edge::green_edge_3 | L3=green_box_quarter::green_box_3_25pct | L4=green_box_midline::green_mid_2 | L5=prior_hlc::previous_pivot_hlc3 | L6=red_box_quarter::red_box_2_25pct | L7=red_box_quarter::red_box_2_75pct | L8=red_box_midline::red_mid_3 | L9=red_box_quarter::red_box_4_25pct | L10=red_box_edge::red_edge_4 | L11=red_box_edge::red_edge_4,L1=green_box_quarter | L2=green_box_edge | L3=green_box_quarter | L4=green_box_midline | L5=prior_hlc | L6=red_box_quarter | L7=red_box_quarter | L8=red_box_midline | L9=red_box_quarter | L10=red_box_edge | L11=red_box_edge,L1=green | L2=green | L3=green | L4=green | L5=neutral | L6=red | L7=red | L8=red | L9=red | L10=red | L11=red,L4=green_box_midline::green_mid_2 | L5=prior_hlc::previous_pivot_hlc3 | L6=red_box_quarter::red_box_2_25pct | L7=red_box_quarter::red_box_2_75pct,L4=green_box_midline | L5=prior_hlc | L6=red_box_quarter | L7=red_box_quarter,1.39,75.0,75.0,BOX_INTERNAL_TEMPLATE,37d4778fa4,88df3949df,bb1c39bc09,1e610c8d4a,,,,
2026-02-13,8,3.635,4.19619,8.54,25.0,25.0,50.0,62.5,100.0,prior_range_fraction,3,1,3,1,L1=prior_range_fraction::prev_range_0.875 | L2=prior_range_fraction::prev_range_0.75 | L3=green_box_edge::green_edge_1 | L4=prior_range_fraction::prev_range_0.382 | L5=red_box_midline::red_mid_2 | L6=prior_hlc::previous_low | L7=red_box_quarter::red_box_3_25pct | L8=red_box_midline::red_mid_3,L1=prior_range_fraction | L2=prior_range_fraction | L3=green_box_edge | L4=prior_range_fraction | L5=red_box_midline | L6=prior_hlc | L7=red_box_quarter | L8=red_box_midline,L1=neutral | L2=neutral | L3=green | L4=neutral | L5=red | L6=neutral | L7=red | L8=red,L4=prior_range_fraction::prev_range_0.382 | L5=red_box_midline::red_mid_2 | L6=prior_hlc::previous_low | L7=red_box_quarter::red_box_3_25pct,L4=prior_range_fraction | L5=red_box_midline | L6=prior_hlc | L7=red_box_quarter,5.28,50.0,50.0,PRIOR_RANGE_FRACTION_TEMPLATE,282d0600b9,102f7dedb2,4336693d39,06e290825b,T_focus_l4_l7_family_06e29082,BOX_INTERNAL_TEMPLATE,50.117187,2.0
2026-02-16,8,4.52,5.413125,11.25,12.5,12.5,37.5,62.5,87.5,green_box_quarter,0,1,5,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_midline::green_mid_3 | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_close | L5=red_box_midline::red_mid_1 | L6=green_box_quarter::green_box_1_75pct | L7=green_box_quarter::green_box_1_25pct | L8=red_box_edge::red_edge_2,L1=green_box_quarter | L2=green_box_midline | L3=green_box_edge | L4=prior_hlc | L5=red_box_midline | L6=green_box_quarter | L7=green_box_quarter | L8=red_box_edge,L1=green | L2=green | L3=green | L4=neutral | L5=red | L6=green | L7=green | L8=red,L4=prior_hlc::previous_close | L5=red_box_midline::red_mid_1 | L6=green_box_quarter::green_box_1_75pct | L7=green_box_quarter::green_box_1_25pct,L4=prior_hlc | L5=red_box_midline | L6=green_box_quarter | L7=green_box_quarter,3.5375,50.0,100.0,BOX_INTERNAL_TEMPLATE,31e76aec06,7832173bf9,5e9edf8aa9,81f754e833,,,,
2026-02-17,10,2.141875,5.355481,29.11,50.0,50.0,50.0,60.0,90.0,red_box_quarter,1,0,7,2,L1=green_box_quarter::green_box_4_25pct | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_2_75pct | L4=red_box_quarter::red_box_1_25pct | L5=prior_range_fraction::prev_range_0.382 | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_3_25pct | L8=red_box_edge::red_edge_3 | L9=red_box_quarter::red_box_4_75pct | L10=red_box_edge::red_edge_4,L1=green_box_quarter | L2=green_box_midline | L3=green_box_quarter | L4=red_box_quarter | L5=prior_range_fraction | L6=red_box_midline | L7=red_box_quarter | L8=red_box_edge | L9=red_box_quarter | L10=red_box_edge,L1=green | L2=green | L3=green | L4=red | L5=neutral | L6=red | L7=red | L8=red | L9=red | L10=red,L4=red_box_quarter::red_box_1_25pct | L5=prior_range_fraction::prev_range_0.382 | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_3_25pct,L4=red_box_quarter | L5=prior_range_fraction | L6=red_box_midline | L7=red_box_quarter,0.51928,100.0,100.0,BOX_INTERNAL_TEMPLATE,4ce2fe832d,65c1c0baa8,8f48236a61,06bd5d1816,,,,
2026-02-18,9,0.553386,2.784821,11.26,55.555556,66.666667,66.666667,77.777778,88.888889,green_box_quarter,1,2,4,2,L1=green_box_quarter::green_box_2_75pct | L2=red_box_quarter::red_box_1_25pct | L3=prior_range_fraction::prev_range_0.666667 | L4=green_box_quarter::green_box_1_75pct | L5=prior_hlc::previous_close | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2 | L8=red_box_midline::red_mid_3 | L9=red_box_edge::red_edge_3,L1=green_box_quarter | L2=red_box_quarter | L3=prior_range_fraction | L4=green_box_quarter | L5=prior_hlc | L6=prior_hlc | L7=red_box_edge | L8=red_box_midline | L9=red_box_edge,L1=green | L2=red | L3=neutral | L4=green | L5=neutral | L6=neutral | L7=red | L8=red | L9=red,L4=green_box_quarter::green_box_1_75pct | L5=prior_hlc::previous_close | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2,L4=green_box_quarter | L5=prior_hlc | L6=prior_hlc | L7=red_box_edge,0.945,75.0,75.0,BOX_INTERNAL_TEMPLATE,6d820c7662,c74fab2211,7fd1be2e41,c6ff4edc1f,,,,
2026-02-19,11,5.7375,5.430912,10.71875,18.181818,27.272727,36.363636,45.454545,81.818182,prior_range_fraction,3,1,6,1,L1=green_box_quarter::green_box_3_75pct | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_3_25pct | L4=green_box_edge::green_edge_2 | L5=green_box_midline::green_mid_2 | L6=prior_range_fraction::prev_range_0.75 | L7=prior_hlc::previous_pivot_hlc3 | L8=prior_range_fraction::prev_range_0.382 | L9=prior_range_fraction::prev_range_0.125 | L10=red_box_quarter::red_box_2_75pct | L11=red_box_quarter::red_box_3_25pct,L1=green_box_quarter | L2=green_box_midline | L3=green_box_quarter | L4=green_box_edge | L5=green_box_midline | L6=prior_range_fraction | L7=prior_hlc | L8=prior_range_fraction | L9=prior_range_fraction | L10=red_box_quarter | L11=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=green | L6=neutral | L7=neutral | L8=neutral | L9=neutral | L10=red | L11=red,L4=green_box_edge::green_edge_2 | L5=green_box_midline::green_mid_2 | L6=prior_range_fraction::prev_range_0.75 | L7=prior_hlc::previous_pivot_hlc3,L4=green_box_edge | L5=green_box_midline | L6=prior_range_fraction | L7=prior_hlc,4.32875,50.0,50.0,BOX_INTERNAL_TEMPLATE,faa191cd0e,52c28ca7e6,ba8899ce88,93098ecacc,,,,
2026-02-20,10,1.895625,2.29675,5.33,30.0,50.0,60.0,90.0,100.0,green_box_quarter,0,0,8,2,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_2_75pct | L4=green_box_quarter::green_box_2_25pct | L5=green_box_quarter::green_box_1_75pct | L6=red_box_quarter::red_box_2_25pct | L7=red_box_edge::red_edge_2 | L8=red_box_midline::red_mid_3 | L9=red_box_quarter::red_box_4_25pct | L10=red_box_quarter::red_box_4_75pct,L1=green_box_edge | L2=green_box_midline | L3=green_box_quarter | L4=green_box_quarter | L5=green_box_quarter | L6=red_box_quarter | L7=red_box_edge | L8=red_box_midline | L9=red_box_quarter | L10=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=green | L6=red | L7=red | L8=red | L9=red | L10=red,L4=green_box_quarter::green_box_2_25pct | L5=green_box_quarter::green_box_1_75pct | L6=red_box_quarter::red_box_2_25pct | L7=red_box_edge::red_edge_2,L4=green_box_quarter | L5=green_box_quarter | L6=red_box_quarter | L7=red_box_edge,0.50375,75.0,75.0,BOX_INTERNAL_TEMPLATE,4254a982e7,bcdc7c1719,ba20c162d0,44b3ede44b,,,,
2026-02-23,11,3.63,3.77,7.68,27.272727,27.272727,36.363636,63.636364,100.0,green_box_quarter,0,1,9,1,L1=green_box_quarter::green_box_4_25pct | L2=green_box_quarter::green_box_3_75pct | L3=green_box_midline::green_mid_3 | L4=green_box_quarter::green_box_3_25pct | L5=green_box_quarter::green_box_2_75pct | L6=green_box_midline::green_mid_2 | L7=green_box_quarter::green_box_2_25pct | L8=red_box_quarter::red_box_1_75pct | L9=red_box_edge::red_edge_1 | L10=red_box_quarter::red_box_2_25pct | L11=prior_hlc::previous_low,L1=green_box_quarter | L2=green_box_quarter | L3=green_box_midline | L4=green_box_quarter | L5=green_box_quarter | L6=green_box_midline | L7=green_box_quarter | L8=red_box_quarter | L9=red_box_edge | L10=red_box_quarter | L11=prior_hlc,L1=green | L2=green | L3=green | L4=green | L5=green | L6=green | L7=green | L8=red | L9=red | L10=red | L11=neutral,L4=green_box_quarter::green_box_3_25pct | L5=green_box_quarter::green_box_2_75pct | L6=green_box_midline::green_mid_2 | L7=green_box_quarter::green_box_2_25pct,L4=green_box_quarter | L5=green_box_quarter | L6=green_box_midline | L7=green_box_quarter,5.09,25.0,50.0,BOX_INTERNAL_TEMPLATE,804ecdeb44,82b9c27a15,4239c9ca2f,b92990d83e,,,,
2026-02-24,11,3.09,4.007656,10.51,18.181818,27.272727,45.454545,72.727273,90.909091,green_box_quarter,1,1,6,3,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_75pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_edge::green_edge_2 | L5=prior_hlc::previous_high | L6=green_box_quarter::green_box_2_25pct | L7=red_box_quarter::red_box_1_75pct | L8=prior_range_fraction::prev_range_0.333333 | L9=green_box_quarter::green_box_1_25pct | L10=red_box_quarter::red_box_2_75pct | L11=red_box_edge::red_edge_2,L1=green_box_edge | L2=green_box_quarter | L3=green_box_quarter | L4=green_box_edge | L5=prior_hlc | L6=green_box_quarter | L7=red_box_quarter | L8=prior_range_fraction | L9=green_box_quarter | L10=red_box_quarter | L11=red_box_edge,L1=green | L2=green | L3=green | L4=green | L5=neutral | L6=green | L7=red | L8=neutral | L9=green | L10=red | L11=red,L4=green_box_edge::green_edge_2 | L5=prior_hlc::previous_high | L6=green_box_quarter::green_box_2_25pct | L7=red_box_quarter::red_box_1_75pct,L4=green_box_edge | L5=prior_hlc | L6=green_box_quarter | L7=red_box_quarter,2.548125,50.0,100.0,BOX_INTERNAL_TEMPLATE,e8afc9c948,3835326cd6,96b4100dc4,d52718623e,T_focus_l4_l7_family_d5271862,BOX_INTERNAL_TEMPLATE,60.391903,2.0
2026-02-25,11,3.19,4.9125,11.455,18.181818,45.454545,45.454545,63.636364,81.818182,red_box_quarter,1,2,7,1,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_3_25pct | L4=prior_hlc::previous_high | L5=prior_range_fraction::prev_range_0.75 | L6=prior_hlc::previous_mid | L7=green_box_midline::green_mid_1 | L8=red_box_midline::red_mid_2 | L9=red_box_quarter::red_box_2_75pct | L10=red_box_quarter::red_box_3_25pct | L11=red_box_quarter::red_box_3_75pct,L1=green_box_edge | L2=green_box_midline | L3=green_box_quarter | L4=prior_hlc | L5=prior_range_fraction | L6=prior_hlc | L7=green_box_midline | L8=red_box_midline | L9=red_box_quarter | L10=red_box_quarter | L11=red_box_quarter,L1=green | L2=green | L3=green | L4=neutral | L5=neutral | L6=neutral | L7=green | L8=red | L9=red | L10=red | L11=red,L4=prior_hlc::previous_high | L5=prior_range_fraction::prev_range_0.75 | L6=prior_hlc::previous_mid | L7=green_box_midline::green_mid_1,L4=prior_hlc | L5=prior_range_fraction | L6=prior_hlc | L7=green_box_midline,2.54875,50.0,100.0,BOX_INTERNAL_TEMPLATE,6c50bfa278,64db975b28,7417726604,94bf7a8550,,,,
2026-02-26,8,1.57625,2.33349,5.0425,50.0,50.0,62.5,87.5,100.0,prior_range_fraction,2,1,3,2,L1=green_box_midline::green_mid_3 | L2=green_box_edge::green_edge_2 | L3=prior_range_fraction::prev_range_0.875 | L4=prior_hlc::previous_pivot_hlc3 | L5=prior_range_fraction::prev_range_0.125 | L6=red_box_edge::red_edge_2 | L7=red_box_quarter::red_box_3_75pct | L8=red_box_midline::red_mid_4,L1=green_box_midline | L2=green_box_edge | L3=prior_range_fraction | L4=prior_hlc | L5=prior_range_fraction | L6=red_box_edge | L7=red_box_quarter | L8=red_box_midline,L1=green | L2=green | L3=neutral | L4=neutral | L5=neutral | L6=red | L7=red | L8=red,L4=prior_hlc::previous_pivot_hlc3 | L5=prior_range_fraction::prev_range_0.125 | L6=red_box_edge::red_edge_2 | L7=red_box_quarter::red_box_3_75pct,L4=prior_hlc | L5=prior_range_fraction | L6=red_box_edge | L7=red_box_quarter,1.454375,75.0,100.0,BOX_INTERNAL_TEMPLATE,9cbf22efd4,75fb797e37,a2823fab74,4c73221cbf,,,,
2026-02-27,9,3.62,3.049164,6.28,33.333333,44.444444,44.444444,77.777778,100.0,prior_range_fraction,2,0,5,2,L1=green_box_midline::green_mid_4 | L2=green_box_quarter::green_box_3_75pct | L3=green_box_edge::green_edge_2 | L4=prior_range_fraction::prev_range_0.875 | L5=prior_range_fraction::prev_range_0.382 | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_3_25pct | L8=red_box_quarter::red_box_4_25pct | L9=red_box_edge::red_edge_4,L1=green_box_midline | L2=green_box_quarter | L3=green_box_edge | L4=prior_range_fraction | L5=prior_range_fraction | L6=red_box_midline | L7=red_box_quarter | L8=red_box_quarter | L9=red_box_edge,L1=green | L2=green | L3=green | L4=neutral | L5=neutral | L6=red | L7=red | L8=red | L9=red,L4=prior_range_fraction::prev_range_0.875 | L5=prior_range_fraction::prev_range_0.382 | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_3_25pct,L4=prior_range_fraction | L5=prior_range_fraction | L6=red_box_midline | L7=red_box_quarter,4.5,25.0,75.0,BOX_INTERNAL_TEMPLATE,3b65e1557f,daed8dc297,0fadf426ba,e29be55ddb,,,,
2026-03-02,11,1.92,6.923636,55.83,36.363636,54.545455,72.727273,81.818182,90.909091,green_box_quarter,0,1,8,2,L1=green_box_edge::green_edge_4 | L2=green_box_edge::green_edge_4 | L3=green_box_midline::green_mid_4 | L4=green_box_quarter::green_box_3_75pct | L5=green_box_quarter::green_box_3_25pct | L6=green_box_quarter::green_box_2_75pct | L7=green_box_quarter::green_box_2_25pct | L8=prior_hlc::previous_mid | L9=red_box_quarter::red_box_2_25pct | L10=red_box_quarter::red_box_2_75pct | L11=red_box_quarter::red_box_3_25pct,L1=green_box_edge | L2=green_box_edge | L3=green_box_midline | L4=green_box_quarter | L5=green_box_quarter | L6=green_box_quarter | L7=green_box_quarter | L8=prior_hlc | L9=red_box_quarter | L10=red_box_quarter | L11=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=green | L6=green | L7=green | L8=neutral | L9=red | L10=red | L11=red,L4=green_box_quarter::green_box_3_75pct | L5=green_box_quarter::green_box_3_25pct | L6=green_box_quarter::green_box_2_75pct | L7=green_box_quarter::green_box_2_25pct,L4=green_box_quarter | L5=green_box_quarter | L6=green_box_quarter | L7=green_box_quarter,2.485,75.0,100.0,BOX_INTERNAL_TEMPLATE,f57250e1db,e7de5794d2,fdcc869c3a,e7677402c2,,,,
2026-03-03,10,3.87,3.925672,7.85,10.0,30.0,50.0,60.0,100.0,red_box_quarter,1,0,7,2,L1=green_box_quarter::green_box_2_75pct | L2=green_box_midline::green_mid_2 | L3=prior_range_fraction::prev_range_0.666667 | L4=red_box_edge::red_edge_1 | L5=green_box_quarter::green_box_1_25pct | L6=red_box_quarter::red_box_2_75pct | L7=red_box_quarter::red_box_3_25pct | L8=red_box_midline::red_mid_3 | L9=red_box_edge::red_edge_3 | L10=red_box_quarter::red_box_4_25pct,L1=green_box_quarter | L2=green_box_midline | L3=prior_range_fraction | L4=red_box_edge | L5=green_box_quarter | L6=red_box_quarter | L7=red_box_quarter | L8=red_box_midline | L9=red_box_edge | L10=red_box_quarter,L1=green | L2=green | L3=neutral | L4=red | L5=green | L6=red | L7=red | L8=red | L9=red | L10=red,L4=red_box_edge::red_edge_1 | L5=green_box_quarter::green_box_1_25pct | L6=red_box_quarter::red_box_2_75pct | L7=red_box_quarter::red_box_3_25pct,L4=red_box_edge | L5=green_box_quarter | L6=red_box_quarter | L7=red_box_quarter,3.51,50.0,75.0,BOX_INTERNAL_TEMPLATE,15475232e2,aa1bec90aa,96e35fa12d,6661e6d8f3,,,,
2026-03-04,9,5.72875,7.411959,21.95,11.111111,11.111111,33.333333,44.444444,77.777778,red_box_edge,2,0,3,4,L1=green_box_edge::green_edge_1 | L2=red_box_edge::red_edge_1 | L3=prior_range_fraction::prev_range_0.382 | L4=red_box_quarter::red_box_2_25pct | L5=red_box_midline::red_mid_2 | L6=prior_range_fraction::prev_range_0.125 | L7=red_box_quarter::red_box_2_75pct | L8=red_box_edge::red_edge_2 | L9=red_box_edge::red_edge_2,L1=green_box_edge | L2=red_box_edge | L3=prior_range_fraction | L4=red_box_quarter | L5=red_box_midline | L6=prior_range_fraction | L7=red_box_quarter | L8=red_box_edge | L9=red_box_edge,L1=green | L2=red | L3=neutral | L4=red | L5=red | L6=neutral | L7=red | L8=red | L9=red,L4=red_box_quarter::red_box_2_25pct | L5=red_box_midline::red_mid_2 | L6=prior_range_fraction::prev_range_0.125 | L7=red_box_quarter::red_box_2_75pct,L4=red_box_quarter | L5=red_box_midline | L6=prior_range_fraction | L7=red_box_quarter,7.3125,25.0,25.0,BOX_EDGE_TEMPLATE,8979c1a272,36e27dbbdf,dd94cc08ab,5e39a86156,,,,
2026-03-05,9,1.96,3.619444,8.7875,11.111111,55.555556,66.666667,66.666667,100.0,green_box_quarter,1,1,6,1,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=prior_hlc::previous_high | L4=prior_range_fraction::prev_range_0.75 | L5=green_box_quarter::green_box_1_75pct | L6=green_box_quarter::green_box_1_25pct | L7=red_box_quarter::red_box_2_75pct | L8=red_box_quarter::red_box_3_25pct | L9=red_box_quarter::red_box_3_75pct,L1=green_box_quarter | L2=green_box_edge | L3=prior_hlc | L4=prior_range_fraction | L5=green_box_quarter | L6=green_box_quarter | L7=red_box_quarter | L8=red_box_quarter | L9=red_box_quarter,L1=green | L2=green | L3=neutral | L4=neutral | L5=green | L6=green | L7=red | L8=red | L9=red,L4=prior_range_fraction::prev_range_0.75 | L5=green_box_quarter::green_box_1_75pct | L6=green_box_quarter::green_box_1_25pct | L7=red_box_quarter::red_box_2_75pct,L4=prior_range_fraction | L5=green_box_quarter | L6=green_box_quarter | L7=red_box_quarter,1.74625,75.0,75.0,BOX_INTERNAL_TEMPLATE,5a1eca115f,31c7a7cb0a,e104f13d3d,4ce5dcbe3a,,,,
2026-03-06,8,1.8225,2.168125,5.525,25.0,75.0,75.0,87.5,100.0,red_box_quarter,2,0,6,0,L1=green_box_quarter::green_box_2_75pct | L2=red_box_quarter::red_box_1_25pct | L3=prior_range_fraction::prev_range_0.618 | L4=prior_range_fraction::prev_range_0.382 | L5=green_box_quarter::green_box_1_25pct | L6=red_box_quarter::red_box_2_75pct | L7=red_box_quarter::red_box_3_25pct | L8=red_box_midline::red_mid_3,L1=green_box_quarter | L2=red_box_quarter | L3=prior_range_fraction | L4=prior_range_fraction | L5=green_box_quarter | L6=red_box_quarter | L7=red_box_quarter | L8=red_box_midline,L1=green | L2=red | L3=neutral | L4=neutral | L5=green | L6=red | L7=red | L8=red,L4=prior_range_fraction::prev_range_0.382 | L5=green_box_quarter::green_box_1_25pct | L6=red_box_quarter::red_box_2_75pct | L7=red_box_quarter::red_box_3_25pct,L4=prior_range_fraction | L5=green_box_quarter | L6=red_box_quarter | L7=red_box_quarter,2.78,50.0,75.0,BOX_INTERNAL_TEMPLATE,d0f03166c0,a805a609f0,d3c7b0184b,8e5a64784c,T_focus_l4_l7_family_8e5a6478,BOX_INTERNAL_TEMPLATE,68.175,2.0
2026-03-09,10,2.905,2.958984,6.6,30.0,40.0,50.0,80.0,100.0,green_box_quarter,1,0,7,2,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_75pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_edge::green_edge_2 | L5=green_box_midline::green_mid_2 | L6=red_box_midline::red_mid_1 | L7=prior_range_fraction::prev_range_0.382 | L8=green_box_quarter::green_box_1_25pct | L9=red_box_quarter::red_box_2_75pct | L10=red_box_quarter::red_box_3_25pct,L1=green_box_edge | L2=green_box_quarter | L3=green_box_quarter | L4=green_box_edge | L5=green_box_midline | L6=red_box_midline | L7=prior_range_fraction | L8=green_box_quarter | L9=red_box_quarter | L10=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=green | L6=red | L7=neutral | L8=green | L9=red | L10=red,L4=green_box_edge::green_edge_2 | L5=green_box_midline::green_mid_2 | L6=red_box_midline::red_mid_1 | L7=prior_range_fraction::prev_range_0.382,L4=green_box_edge | L5=green_box_midline | L6=red_box_midline | L7=prior_range_fraction,2.69992,50.0,75.0,BOX_INTERNAL_TEMPLATE,51d8e2b2e4,cce8f3f953,9f0909108c,9f7deac131,T_focus_l4_l7_family_9f7deac1,BOX_INTERNAL_TEMPLATE,52.387425,2.0
2026-03-10,9,2.575,3.188519,10.56125,22.222222,44.444444,66.666667,77.777778,88.888889,prior_range_fraction,3,1,3,2,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=green_box_quarter::green_box_2_75pct | L4=prior_range_fraction::prev_range_0.875 | L5=red_box_midline::red_mid_1 | L6=prior_hlc::previous_pivot_hlc3 | L7=red_box_edge::red_edge_1 | L8=prior_range_fraction::prev_range_0.25 | L9=prior_range_fraction::prev_range_0.125,L1=green_box_quarter | L2=green_box_edge | L3=green_box_quarter | L4=prior_range_fraction | L5=red_box_midline | L6=prior_hlc | L7=red_box_edge | L8=prior_range_fraction | L9=prior_range_fraction,L1=green | L2=green | L3=green | L4=neutral | L5=red | L6=neutral | L7=red | L8=neutral | L9=neutral,L4=prior_range_fraction::prev_range_0.875 | L5=red_box_midline::red_mid_1 | L6=prior_hlc::previous_pivot_hlc3 | L7=red_box_edge::red_edge_1,L4=prior_range_fraction | L5=red_box_midline | L6=prior_hlc | L7=red_box_edge,0.774583,100.0,100.0,BOX_GRID_MIXED_TEMPLATE,3c1dfa866c,11b50eb7e9,5eac08cf76,4954d0c281,T_focus_l4_l7_family_4954d0c2,BOX_INTERNAL_TEMPLATE,67.851389,2.0
2026-03-11,10,2.09125,2.921625,9.02875,40.0,50.0,70.0,80.0,100.0,green_box_quarter,3,0,5,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_midline::green_mid_3 | L3=green_box_edge::green_edge_2 | L4=green_box_quarter::green_box_2_75pct | L5=prior_range_fraction::prev_range_0.875 | L6=prior_range_fraction::prev_range_0.618 | L7=prior_range_fraction::prev_range_0.382 | L8=green_box_quarter::green_box_1_25pct | L9=red_box_quarter::red_box_2_75pct | L10=red_box_edge::red_edge_2,L1=green_box_quarter | L2=green_box_midline | L3=green_box_edge | L4=green_box_quarter | L5=prior_range_fraction | L6=prior_range_fraction | L7=prior_range_fraction | L8=green_box_quarter | L9=red_box_quarter | L10=red_box_edge,L1=green | L2=green | L3=green | L4=green | L5=neutral | L6=neutral | L7=neutral | L8=green | L9=red | L10=red,L4=green_box_quarter::green_box_2_75pct | L5=prior_range_fraction::prev_range_0.875 | L6=prior_range_fraction::prev_range_0.618 | L7=prior_range_fraction::prev_range_0.382,L4=green_box_quarter | L5=prior_range_fraction | L6=prior_range_fraction | L7=prior_range_fraction,0.815,100.0,100.0,BOX_INTERNAL_TEMPLATE,45bb26ae2f,6fb290deae,a69306ca3a,4898ff2899,,,,
2026-03-12,10,1.59,1.91875,5.7725,30.0,80.0,80.0,90.0,100.0,green_box_quarter,0,1,9,0,L1=green_box_quarter::green_box_4_25pct | L2=green_box_quarter::green_box_3_75pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_quarter::green_box_2_75pct | L5=green_box_quarter::green_box_2_25pct | L6=prior_hlc::previous_mid | L7=red_box_quarter::red_box_2_25pct | L8=red_box_quarter::red_box_2_75pct | L9=red_box_quarter::red_box_3_25pct | L10=red_box_quarter::red_box_3_75pct,L1=green_box_quarter | L2=green_box_quarter | L3=green_box_quarter | L4=green_box_quarter | L5=green_box_quarter | L6=prior_hlc | L7=red_box_quarter | L8=red_box_quarter | L9=red_box_quarter | L10=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=green | L6=neutral | L7=red | L8=red | L9=red | L10=red,L4=green_box_quarter::green_box_2_75pct | L5=green_box_quarter::green_box_2_25pct | L6=prior_hlc::previous_mid | L7=red_box_quarter::red_box_2_25pct,L4=green_box_quarter | L5=green_box_quarter | L6=prior_hlc | L7=red_box_quarter,0.5075,100.0,100.0,BOX_INTERNAL_TEMPLATE,8d660bcd13,decc265225,bdd2b5eb3c,021a131cc1,T_focus_l4_l7_family_021a131c,BOX_INTERNAL_TEMPLATE,62.526563,2.0
2026-03-13,9,1.6625,2.311407,5.8575,22.222222,55.555556,66.666667,88.888889,100.0,prior_hlc,2,2,4,1,L1=green_box_midline::green_mid_2 | L2=prior_range_fraction::prev_range_0.75 | L3=red_box_quarter::red_box_1_75pct | L4=prior_range_fraction::prev_range_0.382 | L5=prior_hlc::previous_close | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2 | L8=red_box_midline::red_mid_3 | L9=red_box_quarter::red_box_3_75pct,L1=green_box_midline | L2=prior_range_fraction | L3=red_box_quarter | L4=prior_range_fraction | L5=prior_hlc | L6=prior_hlc | L7=red_box_edge | L8=red_box_midline | L9=red_box_quarter,L1=green | L2=neutral | L3=red | L4=neutral | L5=neutral | L6=neutral | L7=red | L8=red | L9=red,L4=prior_range_fraction::prev_range_0.382 | L5=prior_hlc::previous_close | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2,L4=prior_range_fraction | L5=prior_hlc | L6=prior_hlc | L7=red_box_edge,0.96,100.0,100.0,BOX_INTERNAL_TEMPLATE,d49f370d90,08a91c7111,68db2391d7,cfc6cc7ef8,T_focus_l4_l7_family_cfc6cc7e,BOX_INTERNAL_TEMPLATE,79.674566,2.0
